"id","nombre","apellido","correo","direccion","telefono","carrera_id","createdAt","sexo","FechaNacimiento","updatedAt","matricula","curso_id","estudiante_id","createdAt","updatedAt","id","materia","profesor_id","FechaInicio","FechaFin","sucursal_id","createdAt","updatedAt"
491,Elena,Garcia,elena.garcia490@upb.edu,Calle 571 #61,"71502560",2,"2024-06-26",femenino,"2004-07-25","2024-06-26","02HUEVF5YO",1,491,"2024-06-26","2024-06-26",1,1,501,"2024-02-01","2024-03-15",1,"2024-06-26","2024-06-26"
495,Juan,Lopez,juan.lopez494@upb.edu,Calle 486 #10,"93719555",30,"2024-06-26",prefiero no decirlo,"2005-09-24","2024-06-26","42TXF29W8M",1,495,"2024-06-26","2024-06-26",1,1,501,"2024-02-01","2024-03-15",1,"2024-06-26","2024-06-26"
498,Pedro,Rojas,pedro.rojas497@upb.edu,Calle 887 #32,"46431370",21,"2024-06-26",femenino,"2001-09-21","2024-06-26",A015MXIWOA,1,498,"2024-06-26","2024-06-26",1,1,501,"2024-02-01","2024-03-15",1,"2024-06-26","2024-06-26"
16,Ana,Suarez,ana.suarez15@upb.edu,Calle 188 #14,"14487371",12,"2024-06-26",masculino,"2001-03-08","2024-06-26",E5XVJD8Z2A,2,16,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
33,Laura,Rojas,laura.rojas32@upb.edu,Calle 934 #74,"30719764",17,"2024-06-26",prefiero no decirlo,"2005-08-26","2024-06-26",LK133O81AI,2,33,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
34,Jose,Morales,jose.morales33@upb.edu,Calle 210 #42,"17315594",18,"2024-06-26",masculino,"2005-10-17","2024-06-26",ULWDWNM2GA,2,34,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
41,Elena,Vargas,elena.vargas40@upb.edu,Calle 719 #63,"13477815",14,"2024-06-26",masculino,"2000-05-23","2024-06-26",GI1HY5B4PT,2,41,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
44,Ana,Navarro,ana.navarro43@upb.edu,Calle 377 #5,"56268329",8,"2024-06-26",prefiero no decirlo,"2004-02-16","2024-06-26","2DY068AQDX",2,44,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
73,Roberto,Suarez,roberto.suarez72@upb.edu,Calle 29 #47,"10647025",6,"2024-06-26",femenino,"2001-07-07","2024-06-26","507SUAPS7Z",2,73,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
80,Maria,Romero,maria.romero79@upb.edu,Calle 358 #96,"03508779",30,"2024-06-26",femenino,"2002-02-20","2024-06-26","9EUKBYHEBX",2,80,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
94,Ana,Ortega,ana.ortega93@upb.edu,Calle 508 #38,"82144919",1,"2024-06-26",masculino,"2004-09-21","2024-06-26",OFMM21LA3Z,2,94,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
101,Jose,Mendoza,jose.mendoza100@upb.edu,Calle 23 #89,"07092457",25,"2024-06-26",femenino,"2002-10-18","2024-06-26",YL7STRQRJA,2,101,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
124,Ana,Mendoza,ana.mendoza123@upb.edu,Calle 245 #16,"41052489",21,"2024-06-26",masculino,"2000-04-13","2024-06-26",GH32PMBWTC,2,124,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
183,Carlos,Rojas,carlos.rojas182@upb.edu,Calle 99 #41,"04080702",28,"2024-06-26",prefiero no decirlo,"2002-05-05","2024-06-26","3T0PCUSCQ7",2,183,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
186,Maria,Rodriguez,maria.rodriguez185@upb.edu,Calle 570 #25,"91280850",11,"2024-06-26",prefiero no decirlo,"2003-08-22","2024-06-26",QOMZOQU5B0,2,186,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
207,Elena,Gonzalez,elena.gonzalez206@upb.edu,Calle 459 #90,"66705903",13,"2024-06-26",femenino,"2003-01-26","2024-06-26","15UFAQTT1H",2,207,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
215,Lucia,Suarez,lucia.suarez214@upb.edu,Calle 966 #3,"32151068",23,"2024-06-26",femenino,"2001-02-04","2024-06-26",GITG339IGU,2,215,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
216,Miguel,Mendoza,miguel.mendoza215@upb.edu,Calle 389 #77,"51297336",8,"2024-06-26",prefiero no decirlo,"2003-11-14","2024-06-26",BKONU4XM28,2,216,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
264,Carlos,Navarro,carlos.navarro263@upb.edu,Calle 751 #11,"08838051",21,"2024-06-26",femenino,"2003-04-21","2024-06-26",UATU3VGQ7J,2,264,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
270,Luis,Mendoza,luis.mendoza269@upb.edu,Calle 539 #96,"49428765",18,"2024-06-26",masculino,"2005-11-28","2024-06-26",KU3WDMMQBF,2,270,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
280,Roberto,Morales,roberto.morales279@upb.edu,Calle 920 #2,"41315390",6,"2024-06-26",femenino,"2004-04-01","2024-06-26","98HK77RPNE",2,280,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
312,Lucia,Navarro,lucia.navarro311@upb.edu,Calle 267 #82,"83150061",15,"2024-06-26",masculino,"2004-09-24","2024-06-26","0HVWRHOVZA",2,312,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
321,Ana,Ramirez,ana.ramirez320@upb.edu,Calle 861 #3,"63695879",26,"2024-06-26",prefiero no decirlo,"2005-02-12","2024-06-26",KHHWK3661Y,2,321,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
376,Sofia,Martinez,sofia.martinez375@upb.edu,Calle 580 #2,"38467567",16,"2024-06-26",femenino,"2003-11-27","2024-06-26",CWP6IE9EW5,2,376,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
385,Luis,Fernandez,luis.fernandez384@upb.edu,Calle 329 #14,"24998655",13,"2024-06-26",masculino,"2005-03-27","2024-06-26",J67B073ANW,2,385,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
401,Miguel,Mendoza,miguel.mendoza400@upb.edu,Calle 915 #35,"84170284",3,"2024-06-26",masculino,"2005-02-13","2024-06-26",AP357WTZ1X,2,401,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
404,Isabel,Gonzalez,isabel.gonzalez403@upb.edu,Calle 122 #88,"81407635",12,"2024-06-26",femenino,"2004-05-14","2024-06-26",I9M3A8KFTL,2,404,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
406,Miguel,Sanchez,miguel.sanchez405@upb.edu,Calle 507 #21,"03678199",29,"2024-06-26",masculino,"2003-02-02","2024-06-26",R96C3M2F92,2,406,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
412,Ana,Hernandez,ana.hernandez411@upb.edu,Calle 214 #67,"82595233",8,"2024-06-26",femenino,"2000-07-12","2024-06-26",ZAHZCCV8DR,2,412,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
419,Marta,Hernandez,marta.hernandez418@upb.edu,Calle 739 #11,"84309902",9,"2024-06-26",masculino,"2000-10-01","2024-06-26","7649AE04O5",2,419,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
420,Ana,Ortega,ana.ortega419@upb.edu,Calle 17 #77,"84815126",11,"2024-06-26",femenino,"2001-01-11","2024-06-26","61OF12CQUK",2,420,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
430,Sofia,Fernandez,sofia.fernandez429@upb.edu,Calle 788 #12,"43581215",19,"2024-06-26",prefiero no decirlo,"2001-04-20","2024-06-26",ZGQMGRMDIB,2,430,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
433,Roberto,Suarez,roberto.suarez432@upb.edu,Calle 638 #39,"74171720",13,"2024-06-26",prefiero no decirlo,"2001-08-31","2024-06-26","6XAQXL9WN6",2,433,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
442,Lucia,Fernandez,lucia.fernandez441@upb.edu,Calle 171 #69,"63123484",25,"2024-06-26",femenino,"2001-03-11","2024-06-26",YME13DXOKH,2,442,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
448,Andres,Romero,andres.romero447@upb.edu,Calle 936 #81,"70271898",30,"2024-06-26",prefiero no decirlo,"2004-08-20","2024-06-26",JMR3BYYDMJ,2,448,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
449,Angela,Reyes,angela.reyes448@upb.edu,Calle 304 #76,"70208598",11,"2024-06-26",prefiero no decirlo,"2004-12-30","2024-06-26",NJ23AC0N0V,2,449,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
462,David,Sanchez,david.sanchez461@upb.edu,Calle 937 #14,"00494295",15,"2024-06-26",femenino,"2004-02-08","2024-06-26",NPL31ZLQO3,2,462,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
467,Isabel,Rojas,isabel.rojas466@upb.edu,Calle 228 #18,"87305901",19,"2024-06-26",prefiero no decirlo,"2000-04-05","2024-06-26",RPC32YCJ2R,2,467,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
480,Roberto,Martinez,roberto.martinez479@upb.edu,Calle 870 #6,"12968462",14,"2024-06-26",prefiero no decirlo,"2004-10-17","2024-06-26",TJQXM05ZKS,2,480,"2024-06-26","2024-06-26",2,15,401,"2024-02-02","2024-03-05",1,"2024-06-26","2024-06-26"
2,Roberto,Sanchez,roberto.sanchez1@upb.edu,Calle 503 #25,"10184940",9,"2024-06-26",femenino,"2004-05-16","2024-06-26","0XWOJFVX11",3,2,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
13,Carlos,Ortega,carlos.ortega12@upb.edu,Calle 276 #50,"74128465",28,"2024-06-26",masculino,"2003-12-13","2024-06-26",XCWNRAQ9AL,3,13,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
24,Maria,Navarro,maria.navarro23@upb.edu,Calle 139 #96,"49710287",20,"2024-06-26",masculino,"2002-04-30","2024-06-26","8MM5YAXY1X",3,24,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
32,Pedro,Ortega,pedro.ortega31@upb.edu,Calle 487 #78,"04469981",27,"2024-06-26",femenino,"2004-02-29","2024-06-26",TAAJM76UKF,3,32,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
61,David,Rodriguez,david.rodriguez60@upb.edu,Calle 46 #54,"77814300",30,"2024-06-26",prefiero no decirlo,"2000-01-23","2024-06-26",X19W0B0HR2,3,61,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
73,Roberto,Suarez,roberto.suarez72@upb.edu,Calle 29 #47,"10647025",6,"2024-06-26",femenino,"2001-07-07","2024-06-26","507SUAPS7Z",3,73,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
77,Luis,Suarez,luis.suarez76@upb.edu,Calle 527 #69,"60186347",2,"2024-06-26",femenino,"2001-02-14","2024-06-26",RRFSE2INLD,3,77,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
87,Jorge,Rodriguez,jorge.rodriguez86@upb.edu,Calle 268 #97,"55390070",17,"2024-06-26",masculino,"2003-02-28","2024-06-26",QE143KDG5N,3,87,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
93,Sofia,Navarro,sofia.navarro92@upb.edu,Calle 800 #19,"40174255",24,"2024-06-26",prefiero no decirlo,"2005-12-24","2024-06-26",P01TTL54A3,3,93,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
116,Miguel,Hernandez,miguel.hernandez115@upb.edu,Calle 739 #27,"47878036",4,"2024-06-26",femenino,"2005-09-26","2024-06-26",BCRNVYZLYB,3,116,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
140,Angela,Lopez,angela.lopez139@upb.edu,Calle 650 #68,"82367713",23,"2024-06-26",prefiero no decirlo,"2000-02-23","2024-06-26",I57U9NU8YJ,3,140,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
231,Lucia,Ortega,lucia.ortega230@upb.edu,Calle 802 #51,"04368078",21,"2024-06-26",masculino,"2005-02-13","2024-06-26",AK7ZU8BJTR,3,231,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
236,Sofia,Reyes,sofia.reyes235@upb.edu,Calle 718 #46,"95044644",2,"2024-06-26",masculino,"2001-08-26","2024-06-26",G4TZ7UZ63C,3,236,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
281,Juan,Romero,juan.romero280@upb.edu,Calle 28 #89,"77583866",22,"2024-06-26",prefiero no decirlo,"2005-06-18","2024-06-26",QOX2XG2817,3,281,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
311,Jose,Rodriguez,jose.rodriguez310@upb.edu,Calle 906 #20,"28513759",17,"2024-06-26",masculino,"2004-01-30","2024-06-26",LW0BS7QTXO,3,311,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
323,Lucia,Suarez,lucia.suarez322@upb.edu,Calle 893 #87,"92853308",6,"2024-06-26",femenino,"2003-07-20","2024-06-26","191DIZP0AQ",3,323,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
329,Juan,Rodriguez,juan.rodriguez328@upb.edu,Calle 658 #22,"69855141",23,"2024-06-26",femenino,"2004-08-28","2024-06-26",DQX49ZFJL1,3,329,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
364,Ana,Vargas,ana.vargas363@upb.edu,Calle 565 #8,"07641764",10,"2024-06-26",femenino,"2002-01-17","2024-06-26",O9GKLQELWC,3,364,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
369,Jorge,Perez,jorge.perez368@upb.edu,Calle 62 #48,"74090792",9,"2024-06-26",prefiero no decirlo,"2003-03-21","2024-06-26",WDA2UGBR2I,3,369,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
373,Angela,Lopez,angela.lopez372@upb.edu,Calle 884 #42,"05112791",27,"2024-06-26",prefiero no decirlo,"2002-11-07","2024-06-26","7FZN56VZMR",3,373,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
375,Juan,Mendoza,juan.mendoza374@upb.edu,Calle 9 #38,"28087824",30,"2024-06-26",masculino,"2003-12-05","2024-06-26",KIJG1ZFLNC,3,375,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
385,Luis,Fernandez,luis.fernandez384@upb.edu,Calle 329 #14,"24998655",13,"2024-06-26",masculino,"2005-03-27","2024-06-26",J67B073ANW,3,385,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
398,Andres,Fernandez,andres.fernandez397@upb.edu,Calle 896 #10,"21340270",4,"2024-06-26",masculino,"2001-05-14","2024-06-26",CVITK6TGW2,3,398,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
402,Carmen,Sanchez,carmen.sanchez401@upb.edu,Calle 373 #4,"81902584",24,"2024-06-26",prefiero no decirlo,"2002-10-08","2024-06-26",KFLCY52474,3,402,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
409,Roberto,Lopez,roberto.lopez408@upb.edu,Calle 307 #8,"52043123",21,"2024-06-26",prefiero no decirlo,"2000-08-17","2024-06-26",S9WJFK96AL,3,409,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
425,Laura,Gonzalez,laura.gonzalez424@upb.edu,Calle 118 #35,"52551127",23,"2024-06-26",femenino,"2005-05-12","2024-06-26","17RNM8OCOR",3,425,"2024-06-26","2024-06-26",3,8,402,"2024-02-12","2024-03-25",2,"2024-06-26","2024-06-26"
